id,school_name,school_type,Official Low Year Level,Official High Year Level,school_address,suburb,postcode,Sector,sector,school_lon,school_lat
6463,Innisfail State College,,Early Childhood,Year 12,45 Flying Fish Point Road,Innisfail Estate,4860,State,,146.036966,-17.515998
527,Innisfail State School,,Prep Year,Year 6,7 Emily Street,Innisfail,4860,State,,146.028033,-17.518385
5295,Iona College (Lindum),,Year 5,Year 12,85 North Road,Lindum,4178,Non-State,Catholic,153.145659,-27.43846
5479,Ipswich Adventist School (Brassall),,Prep Year,Year 6,56 Hunter Street,Brassall,4305,Non-State,Independent,152.745812,-27.595845
59,Ipswich Central State School,,Early Childhood,Year 6,Griffith Road,Ipswich,4305,State,,152.768337,-27.621743
575,Ipswich East State School,,Prep Year,Year 6,Jacaranda Street,East Ipswich,4305,State,,152.776929,-27.606886
7922,Ipswich Flexible Learning Centre (Ipswich),,Year 7,Year 12,1 Queen Victoria Parade,Ipswich,4305,Non-State,Catholic,152.766496,-27.615641
5513,Ipswich Girls' Grammar School (East Ipswich),,Prep Year,Year 12,Cnr Queen Victoria Parade & Chermside Road,East Ipswich,4305,Non-State,Independent,152.771246,-27.614163
5514,Ipswich Grammar School (Ipswich),,Prep Year,Year 12,Darling Street,Ipswich,4305,Non-State,Independent,152.752428,-27.614138
61,Ipswich North State School,,Prep Year,Year 6,Downs Street,North Ipswich,4305,State,,152.763337,-27.601856
3018,Ipswich Special School,,Early Childhood,Year 12,2a Milford Street,Ipswich,4305,State,,152.766603,-27.613986
2069,Ipswich State High School,,Year 7,Year 12,1 Hunter Street,Brassall,4305,State,,152.746452,-27.59107
3015,Ipswich West Special School,,Prep Year,Year 12,Cnr Omar & Tiger Streets,West Ipswich,4305,State,,152.751844,-27.61952
366,Ipswich West State School,,Prep Year,Year 6,Cnr Omar & Keogh Streets,West Ipswich,4305,State,,152.750672,-27.620742
108,Ironside State School,,Prep Year,Year 6,2 Hawken Drive,St Lucia,4067,State,,152.995977,-27.500916
519,Irvinebank State School,,Prep Year,Year 6,High Street,Irvinebank,4887,State,,145.204117,-17.426885
1721,Isabella State School,,Prep Year,Year 6,Walker Road,Edmonton,4869,State,,145.723113,-17.015655
2063,Isis District State High School,,Year 7,Year 12,3 Ridgway Street,Childers,4660,State,,152.273974,-25.2331
63,Isisford State School,,Early Childhood,Year 6,14 St Helena Street,Isisford,4731,State,,144.439537,-24.260267
91,Islamic College of Brisbane (Karawatha),,Prep Year,Year 12,45 Acacia Road,Karawatha,4117,Non-State,Independent,153.093124,-27.618684
455,Ithaca Creek State School,,Prep Year,Year 6,Lugg Street,Bardon,4065,State,,152.991328,-27.451296
A731,Jabiru CC (Zillmere) Non-State School,,Year 10,Year 12,69 Pineapple Street,Zillmere,4034,Non-State,Independent,153.033034,-27.355548
1659,Jambin State School,,Prep Year,Year 6,Threeways Road,Smoky Creek,4702,State,,150.375125,-24.173892
276,Jamboree Heights State School,,Early Childhood,Year 6,35 Beanland Street,Jamboree Heights,4074,State,,152.92896,-27.554888
2137,James Nash State High School,,Year 7,Year 12,109 Myall Street,Gympie,4570,State,,152.656069,-26.175895
537,Jandowae Prep-10 State School,,Prep Year,Year 10,44 George Street,Jandowae,4410,State,,151.112743,-26.779723
798,Jarvisfield State School,,Prep Year,Year 6,Rita Island Road,Jarvisfield,4807,State,,147.46062,-19.600929
206,Jericho State School,,Early Childhood,Year 6,Pasteur Street,Jericho,4728,State,,146.129486,-23.604222
604,Jimboomba State School,,Prep Year,Year 6,Mount Lindesay Highway,Jimboomba,4280,State,,153.026552,-27.829977
1558,Jimbour State School,,Prep Year,Year 6,2421 Dalby-Jandowae Road,Jimbour East,4406,State,,151.21639,-26.963026
402,Jindalee State School,,Prep Year,Year 6,114 Burrendah Road,Jindalee,4074,State,,152.934937,-27.529897
180,Jinibara State School,,Prep Year,Year 6,50 Cottontree Drive,Narangba,4504,State,,152.949925,-27.181091
5590,John Paul College (Daisy Hill),,Prep Year,Year 12,John Paul Drive,Daisy Hill,4127,Non-State,Independent,153.148456,-27.633606
64,Jondaryan State School,,Prep Year,Year 6,Scott Road,Jondaryan,4403,State,,151.585812,-27.373065
649,Jones Hill State School,,Prep Year,Year 6,21 McIntosh Creek Road,Jones Hill,4570,State,,152.667669,-26.229163
A623,Josiah College (Carrara),,Year 2,Year 6,1 Emerald Lakes Drive,Carrara,4211,Non-State,Independent,153.371363,-28.013692
5882,Jubilee Christian College (Atherton),,Prep Year,Year 12,52 Grau Street,Atherton,4883,Non-State,Independent,145.479718,-17.274007
2263,Jubilee Primary School (Pacific Pines),,Prep Year,Year 6,34 Manra Way,Pacific Pines,4211,Non-State,Catholic,153.315885,-27.927924
1809,Julatten State School,,Prep Year,Year 6,1141 Euluma Creek Road,Julatten,4871,State,,145.342147,-16.607776
1289,Julia Creek State School,,Prep Year,Year 6,Burke Street,Julia Creek,4823,State,,141.74635,-20.656879
514,Junction Park State School,,Prep Year,Year 6,50 Waldheim Street,Annerley,4103,State,,153.035399,-27.509908
910,Jundah State School,,Early Childhood,Year 6,11 Garrick Street,Jundah,4736,State,,143.06199,-24.830497
1187,Kaimkillenbun State School,,Prep Year,Year 6,Messenger Street,Kaimkillenbun,4406,State,,151.432011,-27.058298
1279,Kairi State School,,Prep Year,Year 6,McGeehan Street,Kairi,4872,State,,145.545944,-17.215185
9630,Kairos Community College (Deception Bay),,Year 10,Year 12,100-166 Maine Terrace,Deception Bay,4508,Non-State,Independent,153.02695,-27.192334
1494,Kalamia State School,,Prep Year,Year 6,Lilliesmere Road,Brandon,4808,State,,147.417643,-19.518579
343,Kalbar State School,,Prep Year,Year 6,George Street,Kalbar,4309,State,,152.623878,-27.942164
277,Kalkie State School,,Prep Year,Year 6,Bargara Road,Kalkie,4670,State,,152.397447,-24.846446
605,Kallangur State School,,Prep Year,Year 6,139 School Road,Kallangur,4503,State,,152.992878,-27.248737
1478,Kandanga State School,,Prep Year,Year 6,84 Main Street,Kandanga,4570,State,,152.680138,-26.387454
1938,Karalee State School,,Prep Year,Year 6,77 Arthur Summervilles Road,Karalee,4306,State,,152.825435,-27.562695
1145,Karara State School,,Prep Year,Year 6,Karara School Road,Karara,4352,State,,151.565222,-28.20371
449,Karumba State School,,Prep Year,Year 6,5 Yappar Street,Karumba,4891,State,,140.840317,-17.482928
5653,Kawana Waters State College,,Prep Year,Year 12,119 Sportsmans Parade,Bokarina,4575,State,,153.126435,-26.740976
1987,Kawungan State School,,Early Childhood,Year 6,Grevillea Street,Kawungan,4655,State,,152.849605,-25.29725
2039,Kedron State High School,,Year 7,Year 12,Park Road,Kedron,4031,State,,153.039774,-27.415376
371,Kedron State School,,Prep Year,Year 6,Leckie Road,Kedron,4031,State,,153.034837,-27.406408
2046,Keebra Park State High School,,Year 7,Year 12,Anne Street,Southport,4215,State,,153.399326,-27.984785
1960,Kelso State School,,Prep Year,Year 6,Yvette Street,Kelso,4815,State,,146.726402,-19.388601
2409,Kelvin Grove State College,,Prep Year,Year 12,L'Estrange Terrace,Kelvin Grove,4059,State,,153.011869,-27.449719
1309,Kenilworth State Community College,,Prep Year,Year 6,3717 Maleny-Kenilworth Road,Kenilworth,4574,State,,152.725772,-26.599172
1143,Kenmore South State School,,Prep Year,Year 6,16 Kersley Road,Kenmore,4069,State,,152.943789,-27.518966
2132,Kenmore State High School,,Year 7,Year 12,60 Aberfeldy Street,Kenmore,4069,State,,152.929695,-27.508328
923,Kenmore State School,,Prep Year,Year 6,2052 Moggill Road,Kenmore,4069,State,,152.938485,-27.508719
868,Kennedy State School,,Prep Year,Year 6,161 Kennedy Creek Road,Kennedy,4816,State,,145.942143,-18.209287
710,Kentville State School,,Prep Year,Year 6,Turpin Road,Kentville,4341,State,,152.427272,-27.479026
2095,Kepnock State High School,,Year 7,Year 12,Kepnock Road,Kepnock,4670,State,,152.377267,-24.876217
670,Keppel Sands State School,,Prep Year,Year 6,1325 Keppel Sands Road,Keppel Sands,4702,State,,150.786362,-23.3276
1707,Kia-Ora State School,,Prep Year,Year 6,2754 Anderleigh Road,Kia Ora,4570,State,,152.777399,-26.028495
2133,Kilcoy State High School,,Year 7,Year 12,Seib Street,Kilcoy,4515,State,,152.567279,-26.93974
679,Kilcoy State School,,Prep Year,Year 6,47 Royston Street,Kilcoy,4515,State,,152.561848,-26.945613
787,Kilcummin State School,,Early Childhood,Year 6,190 East West Road,Kilcummin,4721,State,,147.546963,-22.407984
168,Kilkivan State School,,Prep Year,Year 10,6 Council Street,Kilkivan,4600,State,,152.241373,-26.087733
163,Killarney P-10 State School,,Prep Year,Year 10,Acacia Street,Killarney,4373,State,,152.297866,-28.341322
2226,Kimberley College (Carbrook),,Prep Year,Year 12,35-41 Kruger Road,Carbrook,4130,Non-State,Independent,153.235692,-27.680924
1937,Kimberley Park State School,,Prep Year,Year 6,Floret Street,Shailer Park,4128,State,,153.177399,-27.647368
1534,Kin Kin State School,,Prep Year,Year 6,Main Street,Kin Kin,4571,State,,152.871899,-26.262419
1912,Kin Kora State School,,Prep Year,Year 6,43 Hibiscus Avenue,Kin Kora,4680,State,,151.253535,-23.878189
753,Kindon State School,,Early Childhood,Year 6,14034 Gore Highway,Kindon,4390,State,,150.73942,-28.0801
2044,Kingaroy State High School,,Year 7,Year 12,Toomey Street,Kingaroy,4610,State,,151.832312,-26.542982
995,Kingaroy State School,,Early Childhood,Year 6,61 Alford Street,Kingaroy,4610,State,,151.833171,-26.540382
5582,King's Christian College (Reedy Creek),,Prep Year,Year 12,68 Gemvale Road,Reedy Creek,4227,Non-State,Independent,153.397209,-28.097227
5595,Kingsley College (North Rockhampton),,Prep Year,Year 12,2 Schoolhouse Street,North Rockhampton,4701,Non-State,Independent,150.516419,-23.372351
1274,Kingsthorpe State School,,Prep Year,Year 6,Goombungee Road,Kingsthorpe,4400,State,,151.814523,-27.47193
2139,Kingston State College,,Year 7,Year 12,62-84 Bega Road,Kingston,4114,State,,153.112162,-27.664135
1348,Kingston State School,,Prep Year,Year 6,50 Juers Street,Kingston,4114,State,,153.111556,-27.659467
415,Kioma State School,,Prep Year,Year 6,Kioma Road,Kioma,4498,State,,149.794011,-28.21724
616,Kippa-Ring State School,,Prep Year,Year 6,400 Elizabeth Avenue,Kippa-Ring,4021,State,,153.086468,-27.230427
2146,Kirwan State High School,,Year 7,Year 12,Hudson Street,Kirwan,4817,State,,146.7339,-19.308901
1862,Kirwan State School,,Prep Year,Year 6,21 Burnda Street,Kirwan,4817,State,,146.733378,-19.299305
1078,Kogan State School,,Prep Year,Year 6,High Street,Kogan,4406,State,,150.757866,-27.038224
279,Kolan South State School,,Prep Year,Year 6,2297 Gin Gin Road,South Kolan,4670,State,,152.17607,-24.934078
1780,Koumala State School,,Prep Year,Year 6,Bull Street,Koumala,4738,State,,149.243381,-21.607081
460,Kowanyama State School,,Early Childhood,Year 10,345 Kowanyama Street,Kowanyama,4892,State,,141.745196,-15.472102
1878,Kruger State School,,Prep Year,Year 6,Kruger Parade,Bellbird Park,4300,State,,152.874876,-27.628942
1472,Kulpi State School,,Prep Year,Year 6,9 Beckman Street,Kulpi,4352,State,,151.699922,-27.186593
1968,Kuluin State School,,Prep Year,Year 6,Tallow Wood Drive,Kuluin,4558,State,,153.057999,-26.659888
1423,Kumbia State School,,Prep Year,Year 6,Bell Street,Kumbia,4610,State,,151.651555,-26.693276
3040,Kuraby Special School,,Prep Year,Year 12,83 Alpita Street,Kuraby,4112,State,,153.091322,-27.606221
1462,Kuraby State School,,Prep Year,Year 6,1523 Beenleigh Road,Kuraby,4112,State,,153.096214,-27.606868
5689,Kuranda District State College,,Prep Year,Year 12,260 Myola Road,Kuranda,4881,State,,145.617492,-16.804496
1958,Kurwongbah State School,,Prep Year,Year 6,Eacham Street,Petrie,4502,State,,152.969074,-27.255658
A793,Kutta Mulla Gorinna Special Assistance School (Mackay),,Year 7,Year 12,133 Alfred Street,Mackay,4740,Non-State,Independent,149.18565,-21.14632
443,Labrador State School,,Prep Year,Year 6,Gordon Street,Labrador,4215,State,,153.402486,-27.942222
1676,Laidley District State School,,Early Childhood,Year 6,232 Patrick Street,Laidley,4341,State,,152.395366,-27.623685
2163,Laidley State High School,,Year 7,Year 12,98 Alfred Street,Laidley,4341,State,,152.404472,-27.636226
1009,Lake Clarendon State School,,Prep Year,Year 6,35 Lake Clarendon Road,Lake Clarendon,4343,State,,152.358283,-27.521656
202,Lakeland State School,,Early Childhood,Year 6,Cnr Peninsula & Cooktown Development Roads,Lakeland,4871,State,,144.856886,-15.856902
67,Lakes Creek State School,,Prep Year,Year 6,445 Paterson Street,Lakes Creek,4701,State,,150.560058,-23.375945
349,Landsborough State School,,Prep Year,Year 6,41 Gympie Street North,Landsborough,4550,State,,152.964576,-26.804064
583,Laura State School,,Early Childhood,Year 6,Terminus Street,Laura,4892,State,,144.446925,-15.557594
329,Lawnton State School,,Prep Year,Year 6,Todds Road,Lawnton,4501,State,,152.974784,-27.281835
A791,Lee Street State Special School,,Year 7,Year 12,33 Lee Street,Caboolture,4510,State,,152.96359,-27.084863
1148,Leichhardt State School,,Prep Year,Year 6,72 Samford Road,Leichhardt,4305,State,,152.736926,-27.624933
68,Leyburn State School,,Prep Year,Year 6,34 Peter Street,Leyburn,4365,State,,151.578371,-28.013244
1,Lighthouse Christian School (Norman Gardens),,Prep Year,Year 12,480 Norman Road,Norman Gardens,4701,Non-State,Independent,150.537562,-23.3387
980,Linville State School,,Prep Year,Year 6,George Street,Linville,4306,State,,152.278164,-26.847089
2331,Living Faith Lutheran Primary School (Murrumba Downs),,Prep Year,Year 6,50 Brays Road,Murrumba Downs,4503,Non-State,Independent,153.014948,-27.255824
2417,Livingstone Christian College (Ormeau),,Prep Year,Year 12,62 Reedmans Road,Ormeau,4208,Non-State,Independent,153.266589,-27.793135
1119,Lochington State School,,Early Childhood,Year 6,Glenlee Road,Lochington,4722,State,,147.524548,-23.943564
505,Lockhart State School,,Early Childhood,Year 12,Puchewoo Street,Lockhart River,4892,State,,143.344195,-12.785447
1061,Lockrose State School,,Prep Year,Year 6,17 Zabel Road,Lockrose,4342,State,,152.460134,-27.493647
2062,Lockyer District State High School,,Year 7,Year 12,100 William Street,Gatton,4343,State,,152.276977,-27.566932
3001,Logan City Special School,,Early Childhood,Year 12,133 Wembley Road,Logan Central,4114,State,,153.102445,-27.642369
69,Logan Reserve State School,,Prep Year,Year 6,369-379 School Road,Logan Reserve,4133,State,,153.114472,-27.714023
123,Logan Village State School,,Prep Year,Year 6,North Street,Logan Village,4207,State,,153.106354,-27.765317
70,Loganholme State School,,Prep Year,Year 6,Wandilla Crescent,Loganholme,4129,State,,153.180642,-27.686306
2153,Loganlea State High School,,Year 7,Year 12,Neridah Street,Loganlea,4131,State,,153.142384,-27.673715
3611,Longreach School of Distance Education,,Prep Year,Year 10,Sir James Walker Drive,Longreach,4730,State,,144.282598,-23.441361
2112,Longreach State High School,,Year 7,Year 12,34  Jabiru Street,Longreach,4730,State,,144.261982,-23.438258
711,Longreach State School,,Early Childhood,Year 6,125 Ibis Street,Longreach,4730,State,,144.245441,-23.441341
5349,Loreto College Coorparoo (Coorparoo),,Year 7,Year 12,415 Cavendish Road,Coorparoo,4151,Non-State,Catholic,153.063909,-27.509964
882,Lota State School,,Prep Year,Year 6,26 Richard Street,Lota,4179,State,,153.186299,-27.469281
5350,Lourdes Hill College (Hawthorne),,Year 7,Year 12,86 Hawthorne Road,Hawthorne,4171,Non-State,Catholic,153.05892,-27.469931
1010,Lower Tully State School,,Prep Year,Year 6,6 Collins Road,Lower Tully,4854,State,,146.000587,-17.995299
1140,Lowmead State School,,Prep Year,Year 6,3077-3083 Lowmead Road,Lowmead,4676,State,,151.744988,-24.524456
2160,Lowood State High School,,Year 7,Year 12,Prospect Street,Lowood,4311,State,,152.582497,-27.467169
242,Lowood State School,,Early Childhood,Year 6,Peace Street,Lowood,4311,State,,152.581621,-27.46578
418,Lundavra State School,,Prep Year,Year 6,LOT 12 Lienassie Road,Lundavra,4390,State,,149.982017,-28.070234
5529,Lutheran Ormeau Rivers District School (Pimpama),,Prep Year,Year 12,68 Mirambeena Drive,Pimpama,4209,Non-State,Independent,153.28591,-27.800876
383,Ma Ma Creek State School,,Prep Year,Year 6,803 Gatton-Clifton Road,Ma Ma Creek,4347,State,,152.190016,-27.628832
2161,Mabel Park State High School,,Year 7,Year 12,72-116 Paradise Road,Slacks Creek,4127,State,,153.128856,-27.639652
356,Mabel Park State School,,Prep Year,Year 6,Borman Street,Slacks Creek,4127,State,,153.126471,-27.643124
2124,MacGregor State High School,,Year 7,Year 12,Blackwattle Street,Macgregor,4109,State,,153.076625,-27.566037
