suburb,postcode,Category,Subcategory,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4
MOPPA,5355,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,,,,,1,,
MOPPA,5355,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,1,,,,,,,,,2,,,,,,,,,,,
MORCHARD,5431,THEFT AND RELATED OFFENCES,Other theft,,,,,,1,,,,,,,,,,,,,,,1,
MORCHARD,5431,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,1,,,,,,,,
MORGAN,5320,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,,,1,,,,,,,,,,,,,,,
MORGAN,5320,ACTS INTENDED TO CAUSE INJURY,Common Assault,1,,1,,,,1,,,2,,1,,,,1,,,1,1,2,1
MORGAN,5320,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,2,,,,,,,1,2,,2,,,1,1,1,,2,,1,1
MORGAN,5320,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,1,,,,,,,,,,,,,,,,1
MORGAN,5320,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,,,1,,,,,,,,,,,,,1,
MORGAN,5320,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,1,,,,,1,,,,,,,,,,,
MORGAN,5320,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,1,1,,1,,,1,,,1,,,,,1,,
MORGAN,5320,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,,,,,,,,1,,,,,,1,,,
MORGAN,5320,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,1,4,3,1,3,,4,1,,8,2,2,2,7,3,4,,3,2,3,1,1
MORGAN,5320,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,,,,1,,,1,,,,,
MORGAN,5320,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,1,,,,,,,,,,,,,,,,
MORGAN,5320,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,2,4,,2,4,3,,,1,2,,2,2,2,2,3,3,,1,3,5,2
MORGAN,5320,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,2,2,,,1,,,,,1,1,2,2,2,3,2,4,,,2,
MORGAN,5320,THEFT AND RELATED OFFENCES,Other theft,1,3,4,1,1,1,3,3,1,1,4,1,2,4,3,2,4,3,3,2,1,
MORGAN,5320,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,,,,,,,,,1,,,,
MORGAN,5320,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,3,1,1,,1,,1,1,,2,,2,1,,,2
MORGAN,5320,THEFT AND RELATED OFFENCES,Theft from shop,,,,,,,1,,1,,1,,,,,,,,,1,,
MORGAN,5320,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,1,,,,2,,,,,,,,1,1,1,,1,,,2,,
MORN HILL,5371,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,,,,,,,1
MORPHETT VALE,5162,ACTS INTENDED TO CAUSE INJURY,Assault Police,1,3,5,1,1,4,5,1,1,2,1,5,,2,7,3,2,,2,3,1,1
MORPHETT VALE,5162,ACTS INTENDED TO CAUSE INJURY,Common Assault,26,31,34,28,24,18,29,20,27,22,23,25,30,43,28,30,36,38,33,25,22,41
MORPHETT VALE,5162,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,2,5,2,,2,,,1,5,1,,1,2,1,2,2,1,5,1,,1,4
MORPHETT VALE,5162,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,31,25,38,24,22,32,23,28,30,34,33,39,40,27,48,35,31,33,29,37,32,35
MORPHETT VALE,5162,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2,2,1,4,2,2,2,1,5,,1,1,,3,,2,2,,1,3,1,2
MORPHETT VALE,5162,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,9,4,6,6,17,8,3,5,11,4,8,10,8,7,10,7,14,11,3,6,3,13
MORPHETT VALE,5162,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",2,1,3,5,4,3,2,2,2,1,,1,6,3,5,1,,3,4,1,,3
MORPHETT VALE,5162,HOMICIDE AND RELATED OFFENCES,Murder,,1,,,,,,,,,1,,,,,,,1,,,,
MORPHETT VALE,5162,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,1,,,,,,2,,,,,,,,,,,1,
MORPHETT VALE,5162,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",6,8,11,5,11,7,11,8,12,8,10,8,8,14,6,6,5,5,4,2,3,10
MORPHETT VALE,5162,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,2,4,2,8,2,1,1,2,3,5,3,4,1,,5,6,4,4,2,5,3,5
MORPHETT VALE,5162,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,7,3,4,7,2,5,1,6,11,4,3,4,7,3,4,2,3,4,5,3,1,5
MORPHETT VALE,5162,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,11,22,23,28,24,14,22,18,16,16,9,19,28,16,8,16,13,16,13,14,9,9
MORPHETT VALE,5162,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,99,96,123,91,79,97,93,68,67,61,78,86,95,76,93,98,72,87,76,75,83,91
MORPHETT VALE,5162,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,17,23,13,11,10,12,14,7,9,15,9,10,8,6,13,6,5,4,12,11,3,11
MORPHETT VALE,5162,ROBBERY AND RELATED OFFENCES,Aggravated robbery,5,1,4,1,1,1,6,,1,1,,2,1,1,,4,4,1,,,,4
MORPHETT VALE,5162,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,1,2,1,,,,,1,,,1,1,,,1,,,1,,
MORPHETT VALE,5162,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,,,,1,,,,1,,,,,,,1,,1
MORPHETT VALE,5162,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,21,20,29,17,19,21,26,22,12,14,14,10,18,22,17,28,20,23,9,11,18,20
MORPHETT VALE,5162,SERIOUS CRIMINAL TRESPASS,SCT - Residence,29,37,41,59,40,48,34,31,21,36,28,32,38,18,31,31,34,37,27,17,39,30
MORPHETT VALE,5162,THEFT AND RELATED OFFENCES,Other theft,47,69,46,54,54,54,64,52,56,55,62,58,64,54,77,65,57,71,61,63,57,73
MORPHETT VALE,5162,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,5,9,2,7,7,7,2,5,4,3,3,8,4,3,5,3,2,2,1,,4,6
MORPHETT VALE,5162,THEFT AND RELATED OFFENCES,Theft from motor vehicle,31,30,27,37,36,24,54,19,26,34,35,44,38,29,37,17,32,32,35,38,34,34
MORPHETT VALE,5162,THEFT AND RELATED OFFENCES,Theft from shop,19,16,9,12,15,9,10,12,14,8,17,8,14,13,22,21,22,25,10,21,29,19
MORPHETT VALE,5162,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,14,18,12,14,13,15,21,10,11,9,17,14,16,10,14,14,13,16,17,15,5,7
MORPHETTS FLAT,5320,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,,,,,,,1,,
MORPHETTVILLE,5043,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,1,,1,1,1,,,,,,1,,,1,,,1,1,2,
MORPHETTVILLE,5043,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,4,1,6,4,2,8,3,2,7,7,3,3,3,4,,6,4,4,6,3,5
MORPHETTVILLE,5043,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,1,2,,,,,,2,,2,1,,1,2,,1,,,
MORPHETTVILLE,5043,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,2,2,1,4,2,3,6,1,5,11,5,5,7,6,4,9,4,7,9,3,6,7
MORPHETTVILLE,5043,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,1,1,1,1,,,,,2,,1,,1,,,,1,,1,
MORPHETTVILLE,5043,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,1,1,,,1,1,1,1,1,1,3,1,,,,,2
MORPHETTVILLE,5043,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,,,1,,,3,,,
MORPHETTVILLE,5043,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,,,,,,,,,,,,,,,,,,1
MORPHETTVILLE,5043,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",,1,2,3,,2,,2,1,2,1,,1,,1,,2,,,1,1,3
MORPHETTVILLE,5043,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,1,,2,,,,,,,
MORPHETTVILLE,5043,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,2,,3,5,2,1,,1,,1,2,,1,,1,1
MORPHETTVILLE,5043,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,15,7,11,6,6,,2,2,1,3,3,5,6,2,,2,1,1,,,,
MORPHETTVILLE,5043,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,12,14,9,12,5,13,15,11,8,9,16,18,13,15,7,12,11,15,19,13,12,13
MORPHETTVILLE,5043,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,2,1,,3,1,1,1,1,,2,,1,,2,2,,2,2,1,1
MORPHETTVILLE,5043,ROBBERY AND RELATED OFFENCES,Aggravated robbery,1,,3,,,1,,,,1,,,,,,,,,,,,
MORPHETTVILLE,5043,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,1,,,,,,,,,,,,,,,,,,,1,,
MORPHETTVILLE,5043,ROBBERY AND RELATED OFFENCES,Non-aggravated robbery,,,,,,,,,,,,,,,,,,,,1,2,
MORPHETTVILLE,5043,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3,4,1,2,1,3,2,11,3,4,1,,2,,2,1,,1,1,3,3,3
MORPHETTVILLE,5043,SERIOUS CRIMINAL TRESPASS,SCT - Residence,5,5,10,7,10,6,9,7,6,11,5,11,7,4,2,6,8,7,11,3,6,7
MORPHETTVILLE,5043,THEFT AND RELATED OFFENCES,Other theft,9,14,6,6,13,12,6,10,8,17,7,8,7,7,14,9,8,6,15,12,9,6
MORPHETTVILLE,5043,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,1,,,,,1,1,,,4,,,4,,2,,2,4,1,1
MORPHETTVILLE,5043,THEFT AND RELATED OFFENCES,Theft from motor vehicle,4,5,4,4,4,5,4,7,4,11,13,10,4,1,7,7,3,4,4,6,5,4
MORPHETTVILLE,5043,THEFT AND RELATED OFFENCES,Theft from shop,3,4,,,,5,,1,1,2,,1,,2,,,,1,3,1,3,1
MORPHETTVILLE,5043,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,4,3,2,,1,1,1,1,2,3,1,1,2,,2,1,1,1,2,1,,
MORTANA,5671,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,,,,,,,,,,1,
MOSQUITO HILL,5214,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,1,,,1,,,,,,,,,,
MOSQUITO HILL,5214,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,,1,,,,,
MOSQUITO HILL,5214,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,,,,,,1,,,,,
MOSQUITO HILL,5214,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,,,,,,,1,,,,,
MOUNT ARDEN STATION,5710,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,1,,,,,,,,,,,,,,,,,,
MOUNT BARKER,5251,ACTS INTENDED TO CAUSE INJURY,Assault Police,,4,4,2,2,,1,1,3,1,3,4,,,2,1,,4,3,2,2,2
MOUNT BARKER,5251,ACTS INTENDED TO CAUSE INJURY,Common Assault,4,5,12,7,5,16,12,5,9,16,10,11,17,13,13,11,11,15,8,8,11,11
MOUNT BARKER,5251,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,1,2,3,,1,1,2,,1,2,,1,3,5,,2,2,2,1,3,,
MOUNT BARKER,5251,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,9,10,11,13,10,3,3,10,13,17,11,13,11,9,18,22,15,13,23,12,15,14
MOUNT BARKER,5251,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,2,2,1,2,1,1,,,2,2,1,,,1,,1,,,2,1,1,1
MOUNT BARKER,5251,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,3,4,2,4,4,6,2,4,1,2,3,5,4,4,5,2,2,2,4,1,5,3
MOUNT BARKER,5251,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,2,1,,1,1,,4,1,6,1,3,1,4,1,,2,1,,,1,
MOUNT BARKER,5251,HOMICIDE AND RELATED OFFENCES,Other homicide and related offences,,,,,1,,,,,,,,,,,,,,,,,
MOUNT BARKER,5251,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",5,1,1,3,1,4,2,1,3,3,2,1,1,3,4,3,1,,,1,3,4
MOUNT BARKER,5251,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1,1,1,1,1,,2,,,1,1,1,2,1,,,1,1,,2,,2
MOUNT BARKER,5251,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,1,2,2,3,1,3,3,2,2,3,1,1,5,6,6,3,6,5,5,3,3,2
MOUNT BARKER,5251,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,11,16,23,8,13,12,4,3,11,10,8,2,14,23,7,11,2,11,9,3,3,9
MOUNT BARKER,5251,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,30,42,53,36,35,41,30,45,47,28,33,39,41,48,33,34,43,28,32,24,22,24
MOUNT BARKER,5251,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,1,4,7,3,1,5,1,6,8,5,2,2,,2,,2,,1,,5,4,2
MOUNT BARKER,5251,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,,,1,2,,,1,,,1,,,,1,,,,,,,1
MOUNT BARKER,5251,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,9,6,9,9,11,4,9,20,10,20,10,15,19,11,16,11,15,12,6,9,6,9
MOUNT BARKER,5251,SERIOUS CRIMINAL TRESPASS,SCT - Residence,5,14,7,4,9,9,10,7,5,8,13,3,10,16,5,9,11,9,4,4,8,9
MOUNT BARKER,5251,THEFT AND RELATED OFFENCES,Other theft,22,29,29,26,45,32,24,38,28,24,26,35,33,45,37,33,30,41,25,29,16,19
MOUNT BARKER,5251,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,2,1,1,1,2,1,1,5,1,4,,1,5,2,4,3,2,2,1,1,2,8
MOUNT BARKER,5251,THEFT AND RELATED OFFENCES,Theft from motor vehicle,6,9,10,3,19,6,23,19,9,8,13,10,14,17,19,40,13,17,11,17,11,10
MOUNT BARKER,5251,THEFT AND RELATED OFFENCES,Theft from shop,3,9,8,6,6,16,13,11,18,8,11,16,12,14,29,27,16,16,26,21,14,23
MOUNT BARKER,5251,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,2,1,4,1,4,5,4,3,3,3,3,2,8,7,3,5,7,7,4,4,1,3
MOUNT BARKER SPRINGS,5251,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,,,,1,,,,,,,,,
MOUNT BENSON,5275,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,1,,,,,,,,,,,,,,,,,,
MOUNT BENSON,5275,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,1,,,,,,,,,,,,,,,,,,,,1
MOUNT BENSON,5275,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,,1,,,,,,,,,,,
MOUNT BENSON,5275,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,,2,,,,,,1,,,,,,
MOUNT BENSON,5275,THEFT AND RELATED OFFENCES,Other theft,,,1,,,1,,,1,,,,,,,,,,,,,
MOUNT BENSON,5275,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,,1,,,,,,,,
MOUNT BOLD,5157,THEFT AND RELATED OFFENCES,Other theft,,,,,,,,,,,,,,1,,,,,,,,
MOUNT BRYAN,5418,ACTS INTENDED TO CAUSE INJURY,Assault Police,,,,,2,,,,,,,,,,,,,,,,,
MOUNT BRYAN,5418,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,1,,,,1,,1,,,,,,,,1,,,
MOUNT BRYAN,5418,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,,,,,,,,,,1,,,
MOUNT BRYAN,5418,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,1,,,,1,,1,1,,,,,,,,1,,
MOUNT BRYAN,5418,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,1,,,,,,
MOUNT BRYAN,5418,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,1,,,,,,1,,1,,,,,,1,,,
MOUNT BRYAN,5418,THEFT AND RELATED OFFENCES,Other theft,,,,,,1,,,,,2,1,,,1,,,,,,,
MOUNT BRYAN,5418,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,,,,,,,,,1,,,,,,1,,,
MOUNT BRYAN,5418,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,1,,,,,,,,,,,
MOUNT BRYAN EAST,5419,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,,1,,,,,,,,,,,,,,
MOUNT BRYAN EAST,5419,THEFT AND RELATED OFFENCES,Other theft,,,,,1,,,,,,,,1,,,,,,,,,
MOUNT BURR,5279,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,,,,,,,,1,,,,,,,,,1
MOUNT BURR,5279,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,1,,,,,,,,,,,,,,,,,
MOUNT BURR,5279,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,1,,,,,,,,,,,,
MOUNT BURR,5279,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,1,,,,,,,1,,,,,,,,,,1
MOUNT BURR,5279,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1,,,,,,,,,,,,,,,,,,,,,
MOUNT BURR,5279,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,,,,,,,,,1,,,
MOUNT BURR,5279,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,2,,,,,,,,,,,,,
MOUNT BURR,5279,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,,,,,,1,,1,,,,2,,,,,,,,,,
MOUNT BURR,5279,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,1,,,,,,1,2,3,1,1,,,1,,,1,,,
MOUNT BURR,5279,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,,,,1,1,,,,,,,,,,,
MOUNT BURR,5279,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,1,,,1,,2,1,,,,1,1,1,,,
MOUNT BURR,5279,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,,,,,,2,,,,2,,,,,,,,,
MOUNT BURR,5279,THEFT AND RELATED OFFENCES,Other theft,1,,,,,1,,,4,1,2,2,,1,1,1,,1,,,2,
MOUNT BURR,5279,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,,1,,,,,,1,,,,1,,,,2,,,
MOUNT BURR,5279,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,,,,,,,,,,1,,,,,,,,,,,
MOUNT COMPASS,5210,ACTS INTENDED TO CAUSE INJURY,Common Assault,2,1,,3,1,,,1,,,1,1,,,,1,,,,4,,1
MOUNT COMPASS,5210,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,,,,,,,,,,,,,,,,,1,,,,,
MOUNT COMPASS,5210,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,3,,,1,1,1,3,1,3,2,2,,,1,3,,1,1,,,3
MOUNT COMPASS,5210,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,,,,,,1,,,,,,,,,,,,,,,,
MOUNT COMPASS,5210,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,,,,,,1,,,,1,,,,,,,,,,,1,
MOUNT COMPASS,5210,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",,,,,,,,,,,,,,1,,,,,,1,,
MOUNT COMPASS,5210,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",1,,,,,,,,,,,,,,,,,,,,,
MOUNT COMPASS,5210,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,,,,,,1,,1,,,,,,,,,
MOUNT COMPASS,5210,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,1,4,,,1,1,,,,,1,,,,,,1,,1,,,1
MOUNT COMPASS,5210,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,2,2,8,5,7,4,2,3,,4,2,2,4,,,4,2,3,1,,1,
MOUNT COMPASS,5210,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,,,,,,1,,,,,,,,,2,,,,,,
MOUNT COMPASS,5210,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,5,3,3,3,3,2,1,1,2,,,3,1,,3,3,1,5,,,1
MOUNT COMPASS,5210,SERIOUS CRIMINAL TRESPASS,SCT - Residence,,,,1,4,3,1,1,,1,,,1,,,,1,,,1,,2
MOUNT COMPASS,5210,THEFT AND RELATED OFFENCES,Other theft,2,1,3,2,4,4,1,3,1,3,2,7,,1,1,1,,3,,3,,3
MOUNT COMPASS,5210,THEFT AND RELATED OFFENCES,Receive or handle proceeds of crime,,,,,,,,,,1,,,,,,,,,,,,
MOUNT COMPASS,5210,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,3,1,4,5,,,1,,,2,1,,,1,,,2,,1,
MOUNT COMPASS,5210,THEFT AND RELATED OFFENCES,Theft from shop,,,,2,,,,,,,,1,,,,1,1,,,,,
MOUNT COMPASS,5210,THEFT AND RELATED OFFENCES,Theft/Illegal Use of MV,,1,1,,,,1,1,,1,,2,,,,,,1,,,,
MOUNT CRAWFORD,5351,ACTS INTENDED TO CAUSE INJURY,Common Assault,,,,,,1,,,,,,,,,,,,,,,,
MOUNT CRAWFORD,5351,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,,,,,,,1,,,,,,,,,,,,
MOUNT CRAWFORD,5351,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,,,,,,,,,,,1,,,,,,,,,,,
MOUNT CRAWFORD,5351,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,,,,,,1,2,,,,,,,,,,,,,,,
MOUNT CRAWFORD,5351,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,,,,,,2,3,,,,,,,1,1,,,,,,1
MOUNT CRAWFORD,5351,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,,3,2,,1,,,,,,,,,,,,,,,,,1
MOUNT CRAWFORD,5351,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,,,,,,,,,,,,,,,,1,,,1,,,
MOUNT CRAWFORD,5351,THEFT AND RELATED OFFENCES,Other theft,,,,,1,,,1,1,1,,1,,,1,1,,,,,1,
MOUNT CRAWFORD,5351,THEFT AND RELATED OFFENCES,Theft from motor vehicle,,,,1,1,,,,1,,,,,,,,,,,,,
MOUNT DAMPER,5654,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,,,,1,,,,,,,,,,,,,,,,,,
MOUNT DAMPER,5654,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,,1,,,,,,,,,,,,,,,,,,,,
MOUNT DAMPER,5654,THEFT AND RELATED OFFENCES,Other theft,,1,,,,,,,,,,,,,,,,,,,,
MOUNT GAMBIER,5290,ACTS INTENDED TO CAUSE INJURY,Assault Police,2,4,2,1,2,3,3,3,2,3,,3,2,3,2,1,5,4,3,1,,6
MOUNT GAMBIER,5290,ACTS INTENDED TO CAUSE INJURY,Common Assault,30,38,39,34,36,51,29,36,51,34,31,30,39,47,42,38,45,44,42,33,38,45
MOUNT GAMBIER,5290,ACTS INTENDED TO CAUSE INJURY,Other acts intended to cause injury,4,2,7,1,3,4,5,2,5,2,4,1,2,1,1,1,1,3,2,4,2,3
MOUNT GAMBIER,5290,ACTS INTENDED TO CAUSE INJURY,Serious Assault not resulting in injury,29,32,32,33,26,30,30,24,35,58,55,41,33,37,30,30,25,28,37,38,14,29
MOUNT GAMBIER,5290,ACTS INTENDED TO CAUSE INJURY,Serious Assault resulting in injury,3,4,1,1,4,1,4,1,3,,2,3,,1,1,1,3,2,,2,,4
MOUNT GAMBIER,5290,FRAUD DECEPTION AND RELATED OFFENCES,Obtain benefit by deception,17,12,4,9,8,9,4,7,21,23,8,11,10,8,9,9,3,9,8,6,7,13
MOUNT GAMBIER,5290,FRAUD DECEPTION AND RELATED OFFENCES,"Other fraud, deception and related offences",4,3,1,,2,3,3,3,2,2,2,2,,1,2,2,1,,1,,1,2
MOUNT GAMBIER,5290,HOMICIDE AND RELATED OFFENCES,Murder,,,,,,,,,,,,,,,,,,,,1,,
MOUNT GAMBIER,5290,OTHER OFFENCES AGAINST THE PERSON,"Abduction, harassment and other offences",6,3,1,2,,1,3,1,3,3,2,,,1,2,1,5,1,2,2,1,2
MOUNT GAMBIER,5290,OTHER OFFENCES AGAINST THE PERSON,Dangerous or negligent acts,1,,1,1,2,,2,,1,,2,3,1,,1,,,2,4,2,,3
MOUNT GAMBIER,5290,OTHER OFFENCES AGAINST THE PERSON,Threatening behaviour,3,7,6,3,,7,5,1,12,5,6,12,7,1,6,3,4,5,2,5,1,2
MOUNT GAMBIER,5290,PROPERTY DAMAGE AND ENVIRONMENTAL,Graffiti,15,9,9,16,16,22,12,17,3,9,22,9,2,5,12,10,7,13,11,2,3,2
MOUNT GAMBIER,5290,PROPERTY DAMAGE AND ENVIRONMENTAL,Other property damage and environmental,121,110,114,101,93,92,104,79,102,103,97,105,67,109,81,97,96,94,73,66,74,88
MOUNT GAMBIER,5290,PROPERTY DAMAGE AND ENVIRONMENTAL,Property damage by fire or explosion,5,10,6,4,10,5,10,8,5,6,6,5,4,11,7,7,6,5,3,5,,6
MOUNT GAMBIER,5290,ROBBERY AND RELATED OFFENCES,Aggravated robbery,,3,1,,2,,1,,,1,3,1,1,3,1,1,2,1,1,1,2,2
MOUNT GAMBIER,5290,ROBBERY AND RELATED OFFENCES,Blackmail and extortion,,,,1,,,,,,,1,,,,,,1,,,,,
