district,category,subcategory,year,records
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q1,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q2,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q3,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2017 Q4,0
Katherine Crime Statistics,"Robbery, extortion and related offences",Blackmail and extortion,2018 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2011 Q3,12
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2011 Q4,18
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2012 Q1,27
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2012 Q2,15
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2012 Q3,13
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2012 Q4,15
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q1,19
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q2,20
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q3,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q3,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q4,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q4,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2013 Q4,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q1,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q1,8
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q1,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q2,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q2,8
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q2,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q3,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q3,6
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q3,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q4,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q4,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2014 Q4,14
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q1,6
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q1,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q1,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q2,10
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q2,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q2,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q3,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q3,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q3,10
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q4,10
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q4,6
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2015 Q4,6
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q1,6
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q1,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q1,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q2,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q2,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q2,6
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q3,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q3,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q3,10
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q4,18
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q4,14
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2016 Q4,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q1,18
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q1,11
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q1,8
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q2,8
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q2,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q2,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q3,12
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q3,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q3,7
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q4,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q4,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2017 Q4,14
Katherine Crime Statistics,House break-ins  ,"House break-ins, actual",2018 Q1,15
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2011 Q3,4
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2011 Q4,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2012 Q1,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2012 Q2,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2012 Q3,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2012 Q4,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q1,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q2,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2013 Q4,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q1,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q2,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q3,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q3,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2014 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q1,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q2,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q2,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q3,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q3,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q4,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2015 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q1,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q1,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q3,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q4,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q4,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2016 Q4,3
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q1,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q1,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q1,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q2,5
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q2,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q2,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q3,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q3,1
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q3,2
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2017 Q4,0
Katherine Crime Statistics,House break-ins  ,"House break-ins, attempted",2018 Q1,3
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2011 Q3,25
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2011 Q4,26
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2012 Q1,30
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2012 Q2,11
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2012 Q3,15
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2012 Q4,25
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2013 Q1,25
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2013 Q2,12
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2013 Q3,8
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2013 Q3,2
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2013 Q3,8
Katherine Crime Statistics,Commercial break-ins  ,"Commercial break-ins, actual",2013 Q4,12
